season,week,player_id,player_name,position,fantasy_points,replacement_points,porp,win_prob_replacement,win_prob_player,weekly_worp,starter_cutoff_rank,replacement_pool_start,replacement_pool_end,replacement_effective_rank,replacement_rank,win_model,opponent_score_mean,opponent_score_sd,carries,targets,receptions,pass_attempts,rush_yards,rec_yards,pass_yards,rush_tds,rec_tds,pass_tds,_merge,roster_state,volume,volume_metric,total_tds,scrimmage_yards
2023,1,3634,Kalif Raymond,WR,3.0,9.0,-6.0,0.3883809765625,0.3185747265625,-0.0698062499999999,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,both,FREE,1.0,targets,0.0,20.0
2023,1,5374,Justin Watson,WR,7.5,9.0,-1.5,0.3883809765625,0.3704608124999999,-0.0179201640625,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,4.0,2.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,both,FREE,4.0,targets,0.0,45.0
2023,1,8140,Justyn Ross,WR,1.6,9.0,-7.4,0.3883809765625,0.3030529375,-0.0853280390624999,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,both,BENCHED,1.0,targets,0.0,6.0
2023,1,8921,Maurice Alexander,WR,0.0,9.0,-9.0,0.3883809765625,0.2858034062499999,-0.1025775703125,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,targets,0.0,0.0
2023,1,1067,Marvin Jones,WR,0.8,9.0,-8.2,0.3883809765625,0.29441871875,-0.0939622578125,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,6.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,both,BENCHED,6.0,targets,0.0,8.0
2023,1,10859,Sam LaPorta,TE,15.9,8.4,7.5,0.4258146640625,0.5176796484374999,0.0918649843749999,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,5.0,5.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,both,STARTED,5.0,targets,0.0,39.0
2023,1,11474,Dylan Drummond,WR,0.0,9.0,-9.0,0.3883809765625,0.2858034062499999,-0.1025775703125,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,targets,0.0,0.0
2023,1,5102,Daurice Fountain,WR,0.0,9.0,-9.0,0.3883809765625,0.2858034062499999,-0.1025775703125,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,targets,0.0,0.0
2023,1,6659,Craig Reynolds,RB,0.0,7.949999999999999,-7.949999999999999,0.3738653749999999,0.2849564453125,-0.0889089296874999,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,carries + targets,0.0,0.0
2023,1,7541,Cornell Powell,WR,0.0,9.0,-9.0,0.3883809765625,0.2858034062499999,-0.1025775703125,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,targets,0.0,0.0
2023,1,10229,Rashee Rice,WR,12.3,9.0,3.299999999999999,0.3883809765625,0.42864665625,0.0402656796875,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,1.0,5.0,3.0,0.0,-3.0,29.0,0.0,0.0,1.0,0.0,both,BENCHED,5.0,targets,1.0,26.0
2023,1,2152,Teddy Bridgewater,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,BENCHED,0.0,pass attempts + carries,0.0,0.0
2023,1,6908,La'Mical Perine,RB,0.0,7.949999999999999,-7.949999999999999,0.3738653749999999,0.2849564453125,-0.0889089296874999,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,carries + targets,0.0,0.0
2023,1,7606,Kadarius Toney,WR,1.2,9.0,-7.8,0.3883809765625,0.2986728671875,-0.0897081093749999,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,1.0,5.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,both,STARTED,5.0,targets,0.0,0.0
2023,1,7828,Noah Gray,TE,10.1,8.4,1.6999999999999993,0.4258146640625,0.446406125,0.0205914609374999,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,5.0,3.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,both,BENCHED,5.0,targets,0.0,31.0
2023,1,7992,Matt Bushman,TE,0.0,8.4,-8.4,0.4258146640625,0.3278975,-0.0979171640624999,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,targets,0.0,0.0
2023,1,8475,Montrell Washington,WR,0.0,9.0,-9.0,0.3883809765625,0.2858034062499999,-0.1025775703125,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,targets,0.0,0.0
2023,1,10870,Deneric Prince,RB,0.0,7.949999999999999,-7.949999999999999,0.3738653749999999,0.2849564453125,-0.0889089296874999,39.0,40.0,45.0,42.5,40.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,BENCHED,0.0,carries + targets,0.0,0.0
2023,1,3163,Jared Goff,QB,26.020000000000003,13.079999999999998,12.940000000000005,0.3137727109375,0.4696205,0.1558477890625,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.2799475,23.61275472325172,5.0,0.0,0.0,35.0,-1.0,0.0,253.0,0.0,0.0,1.0,both,STARTED,40.0,pass attempts + carries,1.0,-1.0
2023,1,3343,Nate Sudfeld,QB,0.0,13.079999999999998,-13.079999999999998,0.3137727109375,0.1850886875,-0.1286840234375,24.0,25.0,30.0,27.5,25.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,FREE,0.0,pass attempts + carries,0.0,0.0
2023,1,5086,Marquez Valdes-Scantling,WR,7.800000000000001,9.0,-1.1999999999999993,0.3883809765625,0.3740585781249999,-0.0143223984375,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,2.0,2.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,both,BENCHED,2.0,targets,0.0,48.0
2023,1,7547,Amon-Ra St. Brown,WR,20.6,9.0,11.6,0.3883809765625,0.5320726562500001,0.1436916796875001,46.0,47.0,52.0,49.5,47.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,9.0,6.0,0.0,0.0,71.0,0.0,0.0,1.0,0.0,both,STARTED,9.0,targets,1.0,71.0
2023,1,7891,Brock Wright,TE,5.7,8.4,-2.7,0.4258146640625,0.3934138515624999,-0.0324008125,23.0,24.0,29.0,26.5,24.0,empirical_monte_carlo,206.2799475,23.61275472325172,0.0,2.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,both,FREE,2.0,targets,0.0,17.0
