season,player_id,player_name,position,games,fantasy_points,porp,worp,avg_replacement_points,avg_starter_cutoff_rank,avg_replacement_pool_start,avg_replacement_pool_end,avg_replacement_effective_rank,avg_replacement_rank,avg_replacement_win_prob,overall_rank,pos_rank
2025,00-0036963,Amon-Ra St. Brown,WR,17,265.5,163.1,2.1661181015625,6.023529411764706,44.0,45.0,50.0,47.5,45.0,0.4029148524816176,23,3
2025,00-0034855,Baker Mayfield,QB,17,293.92,157.44,2.1586119609375,8.028235294117646,24.0,25.0,30.0,27.5,25.0,0.3383382017463235,24,12
2025,00-0037840,Kyren Williams,RB,17,245.3,150.26000000000002,2.0828381562500002,5.590588235294118,34.88235294117647,35.88235294117647,40.88235294117647,38.38235294117647,35.88235294117647,0.37816937408088236,25,8
2025,00-0038597,Chase Brown,RB,17,248.10000000000002,152.06,2.0774996640625,5.649411764705882,34.529411764705884,35.529411764705884,40.529411764705884,38.029411764705884,35.529411764705884,0.37767994301470587,26,9
2025,00-0036900,Ja'Marr Chase,WR,16,251.10000000000002,154.45000000000002,2.0677557109375004,6.040625,44.5625,45.5625,50.5625,48.0625,45.5625,0.4029116767578125,27,4
2025,00-0035710,Daniel Jones,QB,13,242.44,141.76,1.9755299531250003,7.744615384615385,24.0,25.0,30.0,27.5,25.0,0.3285948984375,28,13
2025,00-0037247,George Pickens,WR,17,245.4,143.55,1.9517914218749999,5.991176470588236,44.529411764705884,45.529411764705884,50.529411764705884,48.029411764705884,45.529411764705884,0.4028605528492647,29,5
2025,00-0030506,Travis Kelce,TE,17,231.20000000000002,140.3,1.9517600234374999,5.347058823529412,28.941176470588236,29.941176470588236,34.94117647058823,32.44117647058823,29.941176470588236,0.3887283708639706,30,3
2025,00-0038041,Jake Ferguson,TE,17,229.1,138.2,1.9370438359374997,5.347058823529412,28.941176470588236,29.941176470588236,34.94117647058823,32.44117647058823,29.941176470588236,0.3887283708639706,31,4
2025,00-0036997,Javonte Williams,RB,16,225.3,134.66,1.9363852031250002,5.665,34.5625,35.5625,40.5625,38.0625,35.5625,0.377012232421875,32,10
2025,00-0039338,Brock Bowers,TE,12,208.2,142.35,1.9244845781249997,5.4875,28.166666666666668,29.166666666666668,34.166666666666664,31.666666666666668,29.166666666666668,0.3913569752604167,33,5
2025,00-0040128,Tyler Warren,TE,17,226.5,136.65,1.9229031328125001,5.285294117647059,29.0,30.0,35.0,32.5,30.0,0.3875260992647059,34,6
2025,00-0036973,Travis Etienne,RB,17,235.9,140.86,1.9200294921875003,5.590588235294118,34.88235294117647,35.88235294117647,40.88235294117647,38.38235294117647,35.88235294117647,0.37816937408088236,35,11
2025,00-0040663,Harold Fannin Jr.,TE,16,222.4,136.0,1.8625708046875,5.4,28.1875,29.1875,34.1875,31.6875,29.1875,0.3887465458984375,36,7
2025,00-0035700,Josh Jacobs,RB,15,219.10000000000002,134.45000000000002,1.8431172421875002,5.6433333333333335,35.13333333333333,36.13333333333333,41.13333333333333,38.63333333333333,36.13333333333333,0.3768436125,37,12
2025,00-0040691,Jaxson Dart,QB,14,251.58,140.09,1.8323498984375,7.963571428571428,24.0,25.0,30.0,27.5,25.0,0.334493234375,38,14
2025,00-0033119,Jacoby Brissett,QB,14,243.44,137.9,1.8270643046874997,7.538571428571428,24.0,25.0,30.0,27.5,25.0,0.3352379497767857,39,15
2025,00-0034351,Dallas Goedert,TE,15,215.1,135.9,1.8255739453124997,5.28,28.333333333333332,29.333333333333332,34.333333333333336,31.833333333333332,29.333333333333332,0.3873517083333333,40,8
2025,00-0036040,Juwan Johnson,TE,17,218.4,128.55,1.8036539218749998,5.285294117647059,29.0,30.0,35.0,32.5,30.0,0.3875260992647059,41,9
