league_id,season,week,capacity,bench,draws,QB,RB,WR,TE,mean_opportunity,gap_to_window_best,lookback,seed,effective_lookback
1180084795436826624,2025,4,15,5,256,1,2,8,4,3.391325629999999,0.5682026790624994,3,7000,3
1180084795436826624,2025,4,15,5,256,1,2,9,3,3.3890367987499985,0.5704915103124999,3,7000,3
1180084795436826624,2025,4,15,5,256,1,2,10,2,3.249713029374999,0.7098152796874992,3,7000,3
1180084795436826624,2025,4,15,5,256,1,2,11,1,3.043423911249999,0.9161043978124996,3,7000,3
1180084795436826624,2025,4,15,5,256,1,3,7,4,3.4981562599999982,0.4613720490625002,3,7000,3
1180084795436826624,2025,4,15,5,256,1,3,8,3,3.5243460443749983,0.4351822646875001,3,7000,3
1180084795436826624,2025,4,15,5,256,1,3,9,2,3.4062516746874985,0.553276634375,3,7000,3
1180084795436826624,2025,4,15,5,256,1,3,10,1,3.2044020424999986,0.7551262665624998,3,7000,3
1180084795436826624,2025,4,15,5,256,1,4,6,4,3.5097849828124987,0.4497433262499997,3,7000,3
1180084795436826624,2025,4,15,5,256,1,4,7,3,3.5054531015624986,0.4540752074999998,3,7000,3
1180084795436826624,2025,4,15,5,256,1,4,8,2,3.4154137859374987,0.5441145231249997,3,7000,3
1180084795436826624,2025,4,15,5,256,1,4,9,1,3.235135627187499,0.7243926818749995,3,7000,3
1180084795436826624,2025,4,15,5,256,1,5,5,4,3.5117852809374988,0.4477430281249996,3,7000,3
1180084795436826624,2025,4,15,5,256,1,5,6,3,3.584772607812498,0.3747557012499998,3,7000,3
1180084795436826624,2025,4,15,5,256,1,5,7,2,3.464909792812499,0.4946185162499996,3,7000,3
1180084795436826624,2025,4,15,5,256,1,5,8,1,3.3128539962499985,0.6466743128124999,3,7000,3
1180084795436826624,2025,4,15,5,256,1,6,4,4,3.4995871137499988,0.4599411953124996,3,7000,3
1180084795436826624,2025,4,15,5,256,1,6,5,3,3.5497648962499984,0.4097634128125,3,7000,3
1180084795436826624,2025,4,15,5,256,1,6,6,2,3.5080488446874987,0.4514794643749997,3,7000,3
1180084795436826624,2025,4,15,5,256,1,6,7,1,3.3257371162499987,0.6337911928124997,3,7000,3
1180084795436826624,2025,4,15,5,256,1,7,3,4,3.3231784287499986,0.6363498803124998,3,7000,3
1180084795436826624,2025,4,15,5,256,1,7,4,3,3.473934520937499,0.4855937881249992,3,7000,3
1180084795436826624,2025,4,15,5,256,1,7,5,2,3.4087961440624985,0.5507321649999999,3,7000,3
1180084795436826624,2025,4,15,5,256,1,7,6,1,3.303788639062499,0.6557396699999996,3,7000,3
1180084795436826624,2025,4,15,5,256,1,8,3,3,3.2929517478124986,0.6665765612499999,3,7000,3
1180084795436826624,2025,4,15,5,256,1,8,4,2,3.3280933465624987,0.6314349624999998,3,7000,3
1180084795436826624,2025,4,15,5,256,1,8,5,1,3.1991793409374987,0.7603489681249997,3,7000,3
1180084795436826624,2025,4,15,5,256,1,9,3,2,3.155162999687499,0.8043653093749996,3,7000,3
1180084795436826624,2025,4,15,5,256,1,9,4,1,3.126537119062499,0.8329911899999995,3,7000,3
1180084795436826624,2025,4,15,5,256,2,2,7,4,3.701610546249999,0.2579177628124998,3,7000,3
1180084795436826624,2025,4,15,5,256,2,2,8,3,3.7279345596874975,0.231593749375,3,7000,3
1180084795436826624,2025,4,15,5,256,2,2,9,2,3.6103389356249984,0.3491893734375,3,7000,3
1180084795436826624,2025,4,15,5,256,2,2,10,1,3.408917285937499,0.5506110231249992,3,7000,3
1180084795436826624,2025,4,15,5,256,2,3,6,4,3.838244149374999,0.1212841596874994,3,7000,3
1180084795436826624,2025,4,15,5,256,2,3,7,3,3.8344614624999984,0.1250668465625,3,7000,3
1180084795436826624,2025,4,15,5,256,2,3,8,2,3.745831505312499,0.2136968037499995,3,7000,3
1180084795436826624,2025,4,15,5,256,2,3,9,1,3.5656136421874987,0.3939146668749997,3,7000,3
1180084795436826624,2025,4,15,5,256,2,4,5,4,3.7727196990624985,0.1868086099999999,3,7000,3
1180084795436826624,2025,4,15,5,256,2,4,6,3,3.8461382874999983,0.1133900215625001,3,7000,3
1180084795436826624,2025,4,15,5,256,2,4,7,2,3.727049588124999,0.2324787209374998,3,7000,3
1180084795436826624,2025,4,15,5,256,2,4,8,1,3.5755766709374988,0.3839516381249996,3,7000,3
1180084795436826624,2025,4,15,5,256,2,5,4,4,3.7961161262499994,0.1634121828124999,3,7000,3
1180084795436826624,2025,4,15,5,256,2,5,5,3,3.8465132631249994,0.1130150459374998,3,7000,3
1180084795436826624,2025,4,15,5,256,2,5,6,2,3.806364393124999,0.1531639159374993,3,7000,3
1180084795436826624,2025,4,15,5,256,2,5,7,1,3.624444723749999,0.3350835853124994,3,7000,3
1180084795436826624,2025,4,15,5,256,2,6,3,4,3.681397937812499,0.2781303712499996,3,7000,3
1180084795436826624,2025,4,15,5,256,2,6,4,3,3.8331061559374975,0.126422153125,3,7000,3
1180084795436826624,2025,4,15,5,256,2,6,5,2,3.7709673821874983,0.1885609268749997,3,7000,3
1180084795436826624,2025,4,15,5,256,2,6,6,1,3.6674094624999984,0.2921188465625,3,7000,3
1180084795436826624,2025,4,15,5,256,2,7,3,3,3.6568462940624986,0.3026820149999998,3,7000,3
1180084795436826624,2025,4,15,5,256,2,7,4,2,3.694964460312499,0.2645638487499995,3,7000,3
1180084795436826624,2025,4,15,5,256,2,7,5,1,3.568231899374999,0.3912964096874995,3,7000,3
1180084795436826624,2025,4,15,5,256,2,8,3,2,3.5142641453124988,0.4452641637499996,3,7000,3
1180084795436826624,2025,4,15,5,256,2,8,4,1,3.4877813281249983,0.4717469809375001,3,7000,3
1180084795436826624,2025,4,15,5,256,2,9,3,1,3.315098236249999,0.6444300728124994,3,7000,3
1180084795436826624,2025,4,15,5,256,3,2,6,4,3.8263624165624983,0.1331658924999996,3,7000,3
1180084795436826624,2025,4,15,5,256,3,2,7,3,3.8229038071874974,0.136624501875,3,7000,3
1180084795436826624,2025,4,15,5,256,3,2,8,2,3.7329922037499994,0.2265361053124999,3,7000,3
1180084795436826624,2025,4,15,5,256,3,2,9,1,3.552817894374999,0.4067104146874993,3,7000,3
1180084795436826624,2025,4,15,5,256,3,3,5,4,3.886512089999999,0.0730162190624996,3,7000,3
1180084795436826624,2025,4,15,5,256,3,3,6,3,3.9595283090624975,0.0,3,7000,3
1180084795436826624,2025,4,15,5,256,3,3,7,2,3.840581777499999,0.1189465315624995,3,7000,3
1180084795436826624,2025,4,15,5,256,3,3,8,1,3.688727273124999,0.2708010359374997,3,7000,3
1180084795436826624,2025,4,15,5,256,3,4,4,4,3.8444600646874982,0.1150682443749997,3,7000,3
1180084795436826624,2025,4,15,5,256,3,4,5,3,3.894917263749999,0.0646110453124997,3,7000,3
1180084795436826624,2025,4,15,5,256,3,4,6,2,3.8520762559374986,0.1074520531249998,3,7000,3
1180084795436826624,2025,4,15,5,256,3,4,7,1,3.6700434071874986,0.2894849018749998,3,7000,3
1180084795436826624,2025,4,15,5,256,3,5,3,4,3.7656453068749984,0.1938830021875,3,7000,3
1180084795436826624,2025,4,15,5,256,3,5,4,3,3.9174464703124983,0.0420818387499997,3,7000,3
1180084795436826624,2025,4,15,5,256,3,5,5,2,3.854380193749999,0.1051481153124997,3,7000,3
1180084795436826624,2025,4,15,5,256,3,5,6,1,3.749687836249999,0.2098404728124996,3,7000,3
1180084795436826624,2025,4,15,5,256,3,6,3,3,3.802777373749999,0.1567509353124996,3,7000,3
1180084795436826624,2025,4,15,5,256,3,6,4,2,3.8424106384374985,0.1171176706249998,3,7000,3
1180084795436826624,2025,4,15,5,256,3,6,5,1,3.715802799374999,0.2437255096874997,3,7000,3
1180084795436826624,2025,4,15,5,256,3,7,3,2,3.6653319521874983,0.2941963568749997,3,7000,3
1180084795436826624,2025,4,15,5,256,3,7,4,1,3.640056274687499,0.3194720343749995,3,7000,3
1180084795436826624,2025,4,15,5,256,3,8,3,1,3.459622553437499,0.4999057556249995,3,7000,3
1180084795436826624,2025,4,15,5,256,4,2,5,4,3.765509934062499,0.1940183749999993,3,7000,3
1180084795436826624,2025,4,15,5,256,4,2,6,3,3.838576770312499,0.1209515387499995,3,7000,3
1180084795436826624,2025,4,15,5,256,4,2,7,2,3.7185891846874983,0.2409391243749996,3,7000,3
1180084795436826624,2025,4,15,5,256,4,2,8,1,3.566411716874999,0.3931165921874995,3,7000,3
1180084795436826624,2025,4,15,5,256,4,3,4,4,3.849245323437499,0.1102829856249996,3,7000,3
1180084795436826624,2025,4,15,5,256,4,3,5,3,3.8995054112499994,0.0600228978124999,3,7000,3
1180084795436826624,2025,4,15,5,256,4,3,6,2,3.8565172693749994,0.1030110396874999,3,7000,3
1180084795436826624,2025,4,15,5,256,4,3,7,1,3.6737113156249994,0.2858169934374999,3,7000,3
1180084795436826624,2025,4,15,5,256,4,4,3,4,3.706240467812499,0.2532878412499992,3,7000,3
1180084795436826624,2025,4,15,5,256,4,4,4,3,3.857310832499999,0.1022174765624996,3,7000,3
1180084795436826624,2025,4,15,5,256,4,4,5,2,3.790824106249999,0.1687042028124996,3,7000,3
1180084795436826624,2025,4,15,5,256,4,4,6,1,3.6857994790624975,0.27372883,3,7000,3
1180084795436826624,2025,4,15,5,256,4,5,3,3,3.779192600312499,0.1803357087499995,3,7000,3
1180084795436826624,2025,4,15,5,256,4,5,4,2,3.817033615312499,0.1424946937499993,3,7000,3
1180084795436826624,2025,4,15,5,256,4,5,5,1,3.688599698749999,0.2709286103124997,3,7000,3
1180084795436826624,2025,4,15,5,256,4,6,3,2,3.704002402812499,0.2555259062499995,3,7000,3
1180084795436826624,2025,4,15,5,256,4,6,4,1,3.678115780624999,0.2814125284374995,3,7000,3
1180084795436826624,2025,4,15,5,256,4,7,3,1,3.502166634062499,0.4573616749999996,3,7000,3
1180084795436826624,2025,4,15,5,256,5,2,4,4,3.720898385624999,0.2386299234374997,3,7000,3
1180084795436826624,2025,4,15,5,256,5,2,5,3,3.7706728865624983,0.1888554224999996,3,7000,3
1180084795436826624,2025,4,15,5,256,5,2,6,2,3.726670180937499,0.2328581281249993,3,7000,3
1180084795436826624,2025,4,15,5,256,5,2,7,1,3.543431431874999,0.4160968771874995,3,7000,3
1180084795436826624,2025,4,15,5,256,5,3,3,4,3.704025932187499,0.2555023768749995,3,7000,3
1180084795436826624,2025,4,15,5,256,5,3,4,3,3.854812430624999,0.1047158784374997,3,7000,3
1180084795436826624,2025,4,15,5,256,5,3,5,2,3.7881328403124983,0.1713954687499996,3,7000,3
1180084795436826624,2025,4,15,5,256,5,3,6,1,3.681785665624999,0.2777426434374996,3,7000,3
1180084795436826624,2025,4,15,5,256,5,4,3,3,3.712189544999999,0.2473387640624995,3,7000,3
1180084795436826624,2025,4,15,5,256,5,4,4,2,3.7455603178124983,0.2139679912499996,3,7000,3
1180084795436826624,2025,4,15,5,256,5,4,5,1,3.6164533374999994,0.3430749715624999,3,7000,3
1180084795436826624,2025,4,15,5,256,5,5,3,2,3.671337500937499,0.2881908081249995,3,7000,3
1180084795436826624,2025,4,15,5,256,5,5,4,1,3.642956813437499,0.3165714956249994,3,7000,3
1180084795436826624,2025,4,15,5,256,5,6,3,1,3.5321943959374997,0.4273339131249991,3,7000,3
1180084795436826624,2025,4,22,12,256,1,5,12,4,3.833939404687498,0.5519111671875003,3,7000,3
1180084795436826624,2025,4,22,12,256,1,6,11,4,3.8733835790624975,0.5124669928125001,3,7000,3
1180084795436826624,2025,4,22,12,256,1,6,12,3,3.8720817624999984,0.5137688093750001,3,7000,3
1180084795436826624,2025,4,22,12,256,1,7,10,4,3.8731407243749993,0.5127098475,3,7000,3
1180084795436826624,2025,4,22,12,256,1,7,11,3,3.8487650471874986,0.5370855246874999,3,7000,3
1180084795436826624,2025,4,22,12,256,1,7,12,2,3.734930848124998,0.6509197237500004,3,7000,3
1180084795436826624,2025,4,22,12,256,1,8,9,4,3.8650031103124975,0.5208474615625001,3,7000,3
1180084795436826624,2025,4,22,12,256,1,8,10,3,3.844219090312498,0.5416314815624999,3,7000,3
1180084795436826624,2025,4,22,12,256,1,8,11,2,3.706905306562499,0.6789452653124997,3,7000,3
1180084795436826624,2025,4,22,12,256,1,8,12,1,3.5286215090624986,0.8572290628124999,3,7000,3
1180084795436826624,2025,4,22,12,256,1,9,8,4,3.845886270624999,0.53996430125,3,7000,3
1180084795436826624,2025,4,22,12,256,1,9,9,3,3.844331929687498,0.5415186421875005,3,7000,3
1180084795436826624,2025,4,22,12,256,1,9,10,2,3.7108002278124985,0.6750503440625,3,7000,3
1180084795436826624,2025,4,22,12,256,1,9,11,1,3.5089645059374983,0.8768860659375002,3,7000,3
1180084795436826624,2025,4,22,12,256,2,4,12,4,4.089602138124999,0.2962484337499997,3,7000,3
1180084795436826624,2025,4,22,12,256,2,5,11,4,4.163027946562499,0.2228226253124994,3,7000,3
1180084795436826624,2025,4,22,12,256,2,5,12,3,4.162372329374999,0.2234782424999997,3,7000,3
1180084795436826624,2025,4,22,12,256,2,6,10,4,4.222817218124998,0.1630333537500004,3,7000,3
1180084795436826624,2025,4,22,12,256,2,6,11,3,4.200260293437498,0.1855902784375001,3,7000,3
1180084795436826624,2025,4,22,12,256,2,6,12,2,4.091025526249999,0.2948250456249992,3,7000,3
1180084795436826624,2025,4,22,12,256,2,7,9,4,4.218584921874999,0.16726565,3,7000,3
1180084795436826624,2025,4,22,12,256,2,7,10,3,4.199999790624998,0.1858507812500001,3,7000,3
1180084795436826624,2025,4,22,12,256,2,7,11,2,4.0677046765624985,0.3181458953125,3,7000,3
1180084795436826624,2025,4,22,12,256,2,7,12,1,3.892004498124999,0.4938460737499999,3,7000,3
1180084795436826624,2025,4,22,12,256,2,8,8,4,4.192546900312498,0.1933036715625,3,7000,3
1180084795436826624,2025,4,22,12,256,2,8,9,3,4.191674619999999,0.1941759518749997,3,7000,3
1180084795436826624,2025,4,22,12,256,2,8,10,2,4.063277471249998,0.3225731006250001,3,7000,3
1180084795436826624,2025,4,22,12,256,2,8,11,1,3.8643796621874986,0.5214709096874999,3,7000,3
1180084795436826624,2025,4,22,12,256,2,9,7,4,4.145481216562498,0.2403693553125006,3,7000,3
1180084795436826624,2025,4,22,12,256,2,9,8,3,4.173147312187499,0.2127032596874993,3,7000,3
1180084795436826624,2025,4,22,12,256,2,9,9,2,4.063596860312498,0.3222537115625004,3,7000,3
1180084795436826624,2025,4,22,12,256,2,9,10,1,3.8682740456249984,0.5175765262500001,3,7000,3
1180084795436826624,2025,4,22,12,256,3,3,12,4,4.201056922812499,0.1847936490624997,3,7000,3
1180084795436826624,2025,4,22,12,256,3,4,11,4,4.211240894374999,0.1746096774999994,3,7000,3
1180084795436826624,2025,4,22,12,256,3,4,12,3,4.210655406874999,0.1751951649999998,3,7000,3
1180084795436826624,2025,4,22,12,256,3,5,10,4,4.305900041562499,0.0799505303124998,3,7000,3
1180084795436826624,2025,4,22,12,256,3,5,11,3,4.283383773437499,0.1024667984374998,3,7000,3
1180084795436826624,2025,4,22,12,256,3,5,12,2,4.173701372499998,0.2121491993750002,3,7000,3
1180084795436826624,2025,4,22,12,256,3,6,9,4,4.361258320624999,0.0245922512499996,3,7000,3
1180084795436826624,2025,4,22,12,256,3,6,10,3,4.3434603940624985,0.0423901778124999,3,7000,3
1180084795436826624,2025,4,22,12,256,3,6,11,2,4.212486422812498,0.1733641490625004,3,7000,3
1180084795436826624,2025,4,22,12,256,3,6,12,1,4.037842068124999,0.34800850375,3,7000,3
1180084795436826624,2025,4,22,12,256,3,7,8,4,4.339667672499999,0.0461828993749993,3,7000,3
1180084795436826624,2025,4,22,12,256,3,7,9,3,4.338930808124999,0.0469197637499991,3,7000,3
1180084795436826624,2025,4,22,12,256,3,7,10,2,4.211940290312498,0.1739102815625006,3,7000,3
1180084795436826624,2025,4,22,12,256,3,7,11,1,4.014626027499999,0.3712245443749999,3,7000,3
1180084795436826624,2025,4,22,12,256,3,8,7,4,4.285116931874999,0.1007336399999996,3,7000,3
1180084795436826624,2025,4,22,12,256,3,8,8,3,4.313274516249999,0.0725760556249994,3,7000,3
1180084795436826624,2025,4,22,12,256,3,8,9,2,4.204395487499999,0.181455084375,3,7000,3
1180084795436826624,2025,4,22,12,256,3,8,10,1,4.010545779999998,0.3753047918750001,3,7000,3
1180084795436826624,2025,4,22,12,256,3,9,6,4,4.267444473437498,0.1184060984375001,3,7000,3
1180084795436826624,2025,4,22,12,256,3,9,7,3,4.2664185737499984,0.119431998125,3,7000,3
1180084795436826624,2025,4,22,12,256,3,9,8,2,4.185449540312499,0.2004010315624995,3,7000,3
1180084795436826624,2025,4,22,12,256,3,9,9,1,4.010532339687498,0.3753182321875004,3,7000,3
1180084795436826624,2025,4,22,12,256,4,2,12,4,4.082539043124998,0.3033115287500001,3,7000,3
1180084795436826624,2025,4,22,12,256,4,3,11,4,4.215453539062498,0.1703970328125006,3,7000,3
1180084795436826624,2025,4,22,12,256,4,3,12,3,4.215049983437499,0.1708005884374994,3,7000,3
1180084795436826624,2025,4,22,12,256,4,4,10,4,4.248179166562498,0.1376714053125001,3,7000,3
1180084795436826624,2025,4,22,12,256,4,4,11,3,4.225100127812499,0.1607504440624998,3,7000,3
1180084795436826624,2025,4,22,12,256,4,4,12,2,4.112502997187498,0.2733475746875005,3,7000,3
1180084795436826624,2025,4,22,12,256,4,5,9,4,4.339015244374998,0.0468353275000001,3,7000,3
1180084795436826624,2025,4,22,12,256,4,5,10,3,4.320185208124999,0.0656653637499999,3,7000,3
1180084795436826624,2025,4,22,12,256,4,5,11,2,4.188042935312499,0.1978076365624996,3,7000,3
1180084795436826624,2025,4,22,12,256,4,5,12,1,4.012107689374998,0.3737428825000002,3,7000,3
1180084795436826624,2025,4,22,12,256,4,6,8,4,4.377075980624999,0.0087745912499999,3,7000,3
1180084795436826624,2025,4,22,12,256,4,6,9,3,4.376295676249999,0.0095548956249995,3,7000,3
1180084795436826624,2025,4,22,12,256,4,6,10,2,4.249775390624999,0.1360751812499998,3,7000,3
1180084795436826624,2025,4,22,12,256,4,6,11,1,4.052351244062498,0.3334993278125004,3,7000,3
1180084795436826624,2025,4,22,12,256,4,7,7,4,4.326648663124998,0.0592019087500004,3,7000,3
1180084795436826624,2025,4,22,12,256,4,7,8,3,4.354280209062498,0.0315703628125003,3,7000,3
1180084795436826624,2025,4,22,12,256,4,7,9,2,4.245727854999998,0.1401227168750001,3,7000,3
1180084795436826624,2025,4,22,12,256,4,7,10,1,4.052484983437498,0.3333655884375002,3,7000,3
1180084795436826624,2025,4,22,12,256,4,8,6,4,4.301405953124998,0.08444461875,3,7000,3
1180084795436826624,2025,4,22,12,256,4,8,7,3,4.299913880624999,0.0859366912499997,3,7000,3
1180084795436826624,2025,4,22,12,256,4,8,8,2,4.219367720312499,0.1664828515624998,3,7000,3
1180084795436826624,2025,4,22,12,256,4,8,9,1,4.044894854374999,0.3409557175,3,7000,3
1180084795436826624,2025,4,22,12,256,4,9,5,4,4.207506569062499,0.1783440028124996,3,7000,3
1180084795436826624,2025,4,22,12,256,4,9,6,3,4.282283007499999,0.103567564375,3,7000,3
1180084795436826624,2025,4,22,12,256,4,9,7,2,4.172165824374998,0.2136847475000003,3,7000,3
1180084795436826624,2025,4,22,12,256,4,9,8,1,4.025650181874999,0.3602003899999992,3,7000,3
1180084795436826624,2025,4,22,12,256,5,2,11,4,4.090788074999999,0.2950624968749995,3,7000,3
1180084795436826624,2025,4,22,12,256,5,2,12,3,4.0898152715624985,0.2960353003125,3,7000,3
1180084795436826624,2025,4,22,12,256,5,3,10,4,4.246595866562499,0.1392547053124992,3,7000,3
1180084795436826624,2025,4,22,12,256,5,3,11,3,4.223248084062498,0.1626024878125003,3,7000,3
1180084795436826624,2025,4,22,12,256,5,3,12,2,4.110344928749999,0.2755056431249993,3,7000,3
1180084795436826624,2025,4,22,12,256,5,4,9,4,4.275878892812498,0.1099716790625002,3,7000,3
1180084795436826624,2025,4,22,12,256,5,4,10,3,4.256247943124999,0.1296026287499998,3,7000,3
1180084795436826624,2025,4,22,12,256,5,4,11,2,4.120112832812499,0.2657377390624997,3,7000,3
1180084795436826624,2025,4,22,12,256,5,4,12,1,3.9428230162499984,0.443027555625,3,7000,3
1180084795436826624,2025,4,22,12,256,5,5,8,4,4.3488927928124985,0.0369577790624999,3,7000,3
1180084795436826624,2025,4,22,12,256,5,5,9,3,4.347445217187499,0.0384053546874998,3,7000,3
1180084795436826624,2025,4,22,12,256,5,5,10,2,4.218833088124999,0.1670174837499995,3,7000,3
1180084795436826624,2025,4,22,12,256,5,5,11,1,4.019521843437499,0.3663287284374998,3,7000,3
1180084795436826624,2025,4,22,12,256,5,6,7,4,4.358356865312499,0.0274937065624998,3,7000,3
1180084795436826624,2025,4,22,12,256,5,6,8,3,4.385850571874999,0.0,3,7000,3
1180084795436826624,2025,4,22,12,256,5,6,9,2,4.277525862499998,0.1083247093750001,3,7000,3
1180084795436826624,2025,4,22,12,256,5,6,10,1,4.083346464062499,0.3025041078124992,3,7000,3
1180084795436826624,2025,4,22,12,256,5,7,6,4,4.337416614374998,0.0484339575000003,3,7000,3
1180084795436826624,2025,4,22,12,256,5,7,7,3,4.335300035937499,0.0505505359374991,3,7000,3
1180084795436826624,2025,4,22,12,256,5,7,8,2,4.254640592187498,0.1312099796875001,3,7000,3
1180084795436826624,2025,4,22,12,256,5,7,9,1,4.079980569062499,0.3058700028124992,3,7000,3
1180084795436826624,2025,4,22,12,256,5,8,5,4,4.235687059999998,0.1501635118750002,3,7000,3
1180084795436826624,2025,4,22,12,256,5,8,6,3,4.310231527499998,0.0756190443750002,3,7000,3
1180084795436826624,2025,4,22,12,256,5,8,7,2,4.199939046562498,0.1859115253125001,3,7000,3
1180084795436826624,2025,4,22,12,256,5,8,8,1,4.053085109062499,0.3327654628124996,3,7000,3
1180084795436826624,2025,4,22,12,256,5,9,4,4,4.163954400937499,0.2218961709374998,3,7000,3
1180084795436826624,2025,4,22,12,256,5,9,5,3,4.216274591562499,0.1695759803124996,3,7000,3
1180084795436826624,2025,4,22,12,256,5,9,6,2,4.181811423749998,0.2040391481250001,3,7000,3
1180084795436826624,2025,4,22,12,256,5,9,7,1,4.004900193124998,0.3809503787500006,3,7000,3
1180084795436826624,2025,8,15,5,256,1,2,8,4,3.150097650624999,0.6339706503124996,3,7000,3
1180084795436826624,2025,8,15,5,256,1,2,9,3,3.163859895937499,0.6202084049999996,3,7000,3
1180084795436826624,2025,8,15,5,256,1,2,10,2,2.9974713653125,0.7865969356249991,3,7000,3
1180084795436826624,2025,8,15,5,256,1,2,11,1,2.877141083125,0.9069272178124989,3,7000,3
1180084795436826624,2025,8,15,5,256,1,3,7,4,3.2731160062499995,0.5109522946874989,3,7000,3
1180084795436826624,2025,8,15,5,256,1,3,8,3,3.3361963240624988,0.4478719768749997,3,7000,3
1180084795436826624,2025,8,15,5,256,1,3,9,2,3.198825422499999,0.5852428784374997,3,7000,3
1180084795436826624,2025,8,15,5,256,1,3,10,1,3.056271069374999,0.7277972315624996,3,7000,3
1180084795436826624,2025,8,15,5,256,1,4,6,4,3.312547563749999,0.4715207371874994,3,7000,3
1180084795436826624,2025,8,15,5,256,1,4,7,3,3.401628852812499,0.3824394481249995,3,7000,3
1180084795436826624,2025,8,15,5,256,1,4,8,2,3.313927161249999,0.4701411396874992,3,7000,3
1180084795436826624,2025,8,15,5,256,1,4,9,1,3.200835930937499,0.5832323699999993,3,7000,3
1180084795436826624,2025,8,15,5,256,1,5,5,4,3.275068735937499,0.5089995649999994,3,7000,3
1180084795436826624,2025,8,15,5,256,1,5,6,3,3.368569115937499,0.4154991849999994,3,7000,3
1180084795436826624,2025,8,15,5,256,1,5,7,2,3.3070795534374997,0.4769887474999992,3,7000,3
1180084795436826624,2025,8,15,5,256,1,5,8,1,3.243172317812499,0.5408959831249995,3,7000,3
1180084795436826624,2025,8,15,5,256,1,6,4,4,3.2528416562499998,0.5312266446874991,3,7000,3
1180084795436826624,2025,8,15,5,256,1,6,5,3,3.3853813296874997,0.3986869712499992,3,7000,3
1180084795436826624,2025,8,15,5,256,1,6,6,2,3.328601417499999,0.4554668834374995,3,7000,3
1180084795436826624,2025,8,15,5,256,1,6,7,1,3.291734469374999,0.4923338315624996,3,7000,3
1180084795436826624,2025,8,15,5,256,1,7,3,4,3.141874164374999,0.6421941365624995,3,7000,3
1180084795436826624,2025,8,15,5,256,1,7,4,3,3.2623193112499997,0.5217489896874992,3,7000,3
1180084795436826624,2025,8,15,5,256,1,7,5,2,3.245124444999999,0.5389438559374993,3,7000,3
1180084795436826624,2025,8,15,5,256,1,7,6,1,3.212541598124999,0.5715267028124993,3,7000,3
1180084795436826624,2025,8,15,5,256,1,8,3,3,3.176594257499999,0.6074740434374997,3,7000,3
1180084795436826624,2025,8,15,5,256,1,8,4,2,3.1478539662499987,0.6362143346874998,3,7000,3
1180084795436826624,2025,8,15,5,256,1,8,5,1,3.1541976109374987,0.6298706899999997,3,7000,3
1180084795436826624,2025,8,15,5,256,1,9,3,2,3.017254849062499,0.7668134518749996,3,7000,3
1180084795436826624,2025,8,15,5,256,1,9,4,1,3.010827656249999,0.7732406446874993,3,7000,3
1180084795436826624,2025,8,15,5,256,2,2,7,4,3.466022579062499,0.3180457218749994,3,7000,3
1180084795436826624,2025,8,15,5,256,2,2,8,3,3.528056473124999,0.2560118278124994,3,7000,3
1180084795436826624,2025,8,15,5,256,2,2,9,2,3.392152157499999,0.3919161434374993,3,7000,3
1180084795436826624,2025,8,15,5,256,2,2,10,1,3.250767468749999,0.5333008321874995,3,7000,3
1180084795436826624,2025,8,15,5,256,2,3,6,4,3.5629641999999992,0.2211041009374992,3,7000,3
1180084795436826624,2025,8,15,5,256,2,3,7,3,3.651510445312499,0.1325578556249995,3,7000,3
1180084795436826624,2025,8,15,5,256,2,3,8,2,3.564098824374999,0.2199694765624995,3,7000,3
1180084795436826624,2025,8,15,5,256,2,3,9,1,3.451617464374999,0.3324508365624994,3,7000,3
1180084795436826624,2025,8,15,5,256,2,4,5,4,3.597666107812499,0.1864021931249992,3,7000,3
1180084795436826624,2025,8,15,5,256,2,4,6,3,3.6911114196874992,0.0929568812499992,3,7000,3
1180084795436826624,2025,8,15,5,256,2,4,7,2,3.6306418046875,0.1534264962499989,3,7000,3
1180084795436826624,2025,8,15,5,256,2,4,8,1,3.5670709640624985,0.216997336875,3,7000,3
1180084795436826624,2025,8,15,5,256,2,5,4,4,3.520802779062499,0.2632655218749993,3,7000,3
1180084795436826624,2025,8,15,5,256,2,5,5,3,3.6527809778124993,0.1312873231249991,3,7000,3
1180084795436826624,2025,8,15,5,256,2,5,6,2,3.5973086803124987,0.1867596206249997,3,7000,3
1180084795436826624,2025,8,15,5,256,2,5,7,1,3.5605157378124987,0.2235525631249997,3,7000,3
1180084795436826624,2025,8,15,5,256,2,6,3,4,3.509563739999999,0.2745045609374994,3,7000,3
1180084795436826624,2025,8,15,5,256,2,6,4,3,3.629851564687499,0.1542167362499995,3,7000,3
1180084795436826624,2025,8,15,5,256,2,6,5,2,3.6137023518749993,0.1703659490624991,3,7000,3
1180084795436826624,2025,8,15,5,256,2,6,6,1,3.581525360312499,0.2025429406249994,3,7000,3
1180084795436826624,2025,8,15,5,256,2,7,3,3,3.518765449999999,0.2653028509374993,3,7000,3
1180084795436826624,2025,8,15,5,256,2,7,4,2,3.4909532599999995,0.2931150409374989,3,7000,3
1180084795436826624,2025,8,15,5,256,2,7,5,1,3.497552608749998,0.2865156921874998,3,7000,3
1180084795436826624,2025,8,15,5,256,2,8,3,2,3.4050379440625,0.3790303568749991,3,7000,3
1180084795436826624,2025,8,15,5,256,2,8,4,1,3.3990306321874995,0.385037668749999,3,7000,3
