league_id,season,week,capacity,bench,draws,QB,RB,WR,TE,mean_opportunity,gap_to_window_best
1180084795436826624,2025,4,15,5,64,1,2,8,4,3.4116410874999987,0.6568350325000001
1180084795436826624,2025,4,15,5,64,1,2,9,3,3.4220684362499987,0.6464076837500001
1180084795436826624,2025,4,15,5,64,1,2,10,2,3.286641743749999,0.78183437625
1180084795436826624,2025,4,15,5,64,1,2,11,1,3.1166130699999988,0.95186305
1180084795436826624,2025,4,15,5,64,1,3,7,4,3.5272500399999984,0.5412260800000004
1180084795436826624,2025,4,15,5,64,1,3,8,3,3.536137271249998,0.5323388487500007
1180084795436826624,2025,4,15,5,64,1,3,9,2,3.431451161249999,0.6370249587499996
1180084795436826624,2025,4,15,5,64,1,3,10,1,3.2137283812499984,0.8547477387500004
1180084795436826624,2025,4,15,5,64,1,4,6,4,3.565833347499999,0.5026427724999998
1180084795436826624,2025,4,15,5,64,1,4,7,3,3.5537135687499983,0.5147625512500005
1180084795436826624,2025,4,15,5,64,1,4,8,2,3.4480253512499988,0.62045076875
1180084795436826624,2025,4,15,5,64,1,4,9,1,3.2604069262499986,0.8080691937500002
1180084795436826624,2025,4,15,5,64,1,5,5,4,3.564821917499999,0.5036542024999999
1180084795436826624,2025,4,15,5,64,1,5,6,3,3.6314295399999987,0.4370465800000001
1180084795436826624,2025,4,15,5,64,1,5,7,2,3.5037858037499987,0.5646903162500001
1180084795436826624,2025,4,15,5,64,1,5,8,1,3.3160868624999984,0.7523892575000004
1180084795436826624,2025,4,15,5,64,1,6,4,4,3.565003138749999,0.5034729812499998
1180084795436826624,2025,4,15,5,64,1,6,5,3,3.5976803712499987,0.4707957487500001
1180084795436826624,2025,4,15,5,64,1,6,6,2,3.5491952949999988,0.5192808250000001
1180084795436826624,2025,4,15,5,64,1,6,7,1,3.340148029999999,0.7283280899999998
1180084795436826624,2025,4,15,5,64,1,7,3,4,3.384155997499999,0.6843201225
1180084795436826624,2025,4,15,5,64,1,7,4,3,3.5367673462499987,0.5317087737500001
1180084795436826624,2025,4,15,5,64,1,7,5,2,3.4547832799999987,0.6136928400000001
1180084795436826624,2025,4,15,5,64,1,7,6,1,3.325225422499999,0.7432506974999997
1180084795436826624,2025,4,15,5,64,1,8,3,3,3.352935702499999,0.7155404174999997
1180084795436826624,2025,4,15,5,64,1,8,4,2,3.3906491799999987,0.6778269400000001
1180084795436826624,2025,4,15,5,64,1,8,5,1,3.227317709999999,0.8411584099999998
1180084795436826624,2025,4,15,5,64,1,9,3,2,3.2334754374999988,0.8350006825
1180084795436826624,2025,4,15,5,64,1,9,4,1,3.1897602024999987,0.8787159175000001
1180084795436826624,2025,4,15,5,64,2,2,7,4,3.7999704149999984,0.26850570500000037
1180084795436826624,2025,4,15,5,64,2,2,8,3,3.8101163049999984,0.2583598150000004
1180084795436826624,2025,4,15,5,64,2,2,9,2,3.704502883749999,0.36397323624999967
1180084795436826624,2025,4,15,5,64,2,2,10,1,3.4891795049999987,0.5792966150000001
1180084795436826624,2025,4,15,5,64,2,3,6,4,3.9368560424999983,0.1316200775000005
1180084795436826624,2025,4,15,5,64,2,3,7,3,3.924864624999999,0.1436114949999996
1180084795436826624,2025,4,15,5,64,2,3,8,2,3.8212498212499986,0.24722629875000024
1180084795436826624,2025,4,15,5,64,2,3,9,1,3.6338099037499987,0.4346662162500001
1180084795436826624,2025,4,15,5,64,2,4,5,4,3.897662183749999,0.17081393624999963
1180084795436826624,2025,4,15,5,64,2,4,6,3,3.963662391249999,0.10481372874999995
1180084795436826624,2025,4,15,5,64,2,4,7,2,3.8391270124999988,0.22934910750000004
1180084795436826624,2025,4,15,5,64,2,4,8,1,3.6508134199999986,0.41766270000000016
1180084795436826624,2025,4,15,5,64,2,5,4,4,3.9299212587499985,0.13855486125000027
1180084795436826624,2025,4,15,5,64,2,5,5,3,3.9623035762499987,0.10617254375000007
1180084795436826624,2025,4,15,5,64,2,5,6,2,3.916085323749998,0.15239079625000063
1180084795436826624,2025,4,15,5,64,2,5,7,1,3.7062691437499984,0.3622069762500004
1180084795436826624,2025,4,15,5,64,2,6,3,4,3.806297656249999,0.26217846374999976
1180084795436826624,2025,4,15,5,64,2,6,4,3,3.9605070512499987,0.10796906875000012
1180084795436826624,2025,4,15,5,64,2,6,5,2,3.8822239262499982,0.18625219375000057
1180084795436826624,2025,4,15,5,64,2,6,6,1,3.751998349999999,0.31647776999999966
1180084795436826624,2025,4,15,5,64,2,7,3,3,3.7790972512499987,0.2893788687500001
1180084795436826624,2025,4,15,5,64,2,7,4,2,3.8206337524999983,0.24784236750000055
1180084795436826624,2025,4,15,5,64,2,7,5,1,3.6590474549999987,0.4094286650000001
1180084795436826624,2025,4,15,5,64,2,8,3,2,3.6368021087499987,0.43167401125000016
1180084795436826624,2025,4,15,5,64,2,8,4,1,3.5949548787499985,0.4735212412500003
1180084795436826624,2025,4,15,5,64,2,9,3,1,3.437647703749999,0.63082841625
1180084795436826624,2025,4,15,5,64,3,2,6,4,3.9453200987499986,0.12315602125000025
1180084795436826624,2025,4,15,5,64,3,2,7,3,3.9333070774999985,0.13516904250000028
1180084795436826624,2025,4,15,5,64,3,2,8,2,3.8286430224999988,0.23983309750000004
1180084795436826624,2025,4,15,5,64,3,2,9,1,3.6422325074999984,0.4262436125000004
1180084795436826624,2025,4,15,5,64,3,3,5,4,4.002804353749998,0.06567176625000037
1180084795436826624,2025,4,15,5,64,3,3,6,3,4.068476119999999,0.0
1180084795436826624,2025,4,15,5,64,3,3,7,2,3.9440858862499986,0.12439023375000025
1180084795436826624,2025,4,15,5,64,3,3,8,1,3.756838469999999,0.31163764999999977
1180084795436826624,2025,4,15,5,64,3,4,4,4,3.9956380137499985,0.07283810625000031
1180084795436826624,2025,4,15,5,64,3,4,5,3,4.027757481249999,0.04071863874999959
1180084795436826624,2025,4,15,5,64,3,4,6,2,3.9820086149999985,0.08646750500000033
1180084795436826624,2025,4,15,5,64,3,4,7,1,3.7743864974999983,0.2940896225000005
1180084795436826624,2025,4,15,5,64,3,5,3,4,3.9068960187499986,0.16158010125000022
1180084795436826624,2025,4,15,5,64,3,5,4,3,4.060339587499999,0.008136532500000015
1180084795436826624,2025,4,15,5,64,3,5,5,2,3.9807598999999985,0.08771622000000034
1180084795436826624,2025,4,15,5,64,3,5,6,1,3.8516105349999985,0.2168655850000003
1180084795436826624,2025,4,15,5,64,3,6,3,3,3.936675383749999,0.13180073624999977
1180084795436826624,2025,4,15,5,64,3,6,4,2,3.9799779512499995,0.08849816874999927
1180084795436826624,2025,4,15,5,64,3,6,5,1,3.8187556737499992,0.24972044624999956
1180084795436826624,2025,4,15,5,64,3,7,3,2,3.798906001249999,0.2695701187499999
1180084795436826624,2025,4,15,5,64,3,7,4,1,3.7588725362499984,0.3096035837500004
1180084795436826624,2025,4,15,5,64,3,8,3,1,3.575321262499999,0.4931548575
1180084795436826624,2025,4,15,5,64,4,2,5,4,3.899003068749999,0.16947305124999978
1180084795436826624,2025,4,15,5,64,4,2,6,3,3.9637093824999985,0.10476673750000032
1180084795436826624,2025,4,15,5,64,4,2,7,2,3.8366216474999986,0.23185447250000024
1180084795436826624,2025,4,15,5,64,4,2,8,1,3.6505032037499987,0.4179729162500001
1180084795436826624,2025,4,15,5,64,4,3,4,4,3.9902433112499986,0.07823280875000016
1180084795436826624,2025,4,15,5,64,4,3,5,3,4.021488504999999,0.04698761499999993
1180084795436826624,2025,4,15,5,64,4,3,6,2,3.9734287249999984,0.09504739500000037
1180084795436826624,2025,4,15,5,64,4,3,7,1,3.765949657499999,0.3025264624999999
1180084795436826624,2025,4,15,5,64,4,4,3,4,3.862039273749999,0.20643684624999992
1180084795436826624,2025,4,15,5,64,4,4,4,3,4.015086201249999,0.053389918749999765
1180084795436826624,2025,4,15,5,64,4,4,5,2,3.933747529999999,0.13472858999999993
1180084795436826624,2025,4,15,5,64,4,4,6,1,3.8047273512499986,0.2637487687500002
1180084795436826624,2025,4,15,5,64,4,5,3,3,3.926449493749999,0.14202662624999984
1180084795436826624,2025,4,15,5,64,4,5,4,2,3.9675503824999985,0.10092573750000033
1180084795436826624,2025,4,15,5,64,4,5,5,1,3.8041367324999986,0.2643393875000002
1180084795436826624,2025,4,15,5,64,4,6,3,2,3.846078163749999,0.22239795625000003
1180084795436826624,2025,4,15,5,64,4,6,4,1,3.804287617499999,0.2641885024999997
1180084795436826624,2025,4,15,5,64,4,7,3,1,3.624648037499999,0.4438280824999996
1180084795436826624,2025,4,15,5,64,5,2,4,4,3.8818073274999985,0.18666879250000035
1180084795436826624,2025,4,15,5,64,5,2,5,3,3.913532289999999,0.15494382999999967
1180084795436826624,2025,4,15,5,64,5,2,6,2,3.8623912924999986,0.20608482750000023
1180084795436826624,2025,4,15,5,64,5,2,7,1,3.6550577374999986,0.4134183825000002
1180084795436826624,2025,4,15,5,64,5,3,3,4,3.851848841249999,0.21662727874999987
1180084795436826624,2025,4,15,5,64,5,3,4,3,4.004935287499999,0.0635408325000002
1180084795436826624,2025,4,15,5,64,5,3,5,2,3.921874792499999,0.1466013275
1180084795436826624,2025,4,15,5,64,5,3,6,1,3.7917984349999987,0.2766776850000001
1180084795436826624,2025,4,15,5,64,5,4,3,3,3.876379319999999,0.19209679999999985
1180084795436826624,2025,4,15,5,64,5,4,4,2,3.9165431099999988,0.15193301000000003
1180084795436826624,2025,4,15,5,64,5,4,5,1,3.752126383749999,0.31634973624999985
1180084795436826624,2025,4,15,5,64,5,5,3,2,3.8291773299999985,0.23929879000000032
1180084795436826624,2025,4,15,5,64,5,5,4,1,3.7850433612499987,0.28343275875000007
1180084795436826624,2025,4,15,5,64,5,6,3,1,3.6656561324999988,0.40281998750000003
1180084795436826624,2025,4,22,12,64,1,5,12,4,3.8486483749999985,0.6021921125000005
1180084795436826624,2025,4,22,12,64,1,6,11,4,3.914432366249999,0.53640812125
1180084795436826624,2025,4,22,12,64,1,6,12,3,3.8819568862499985,0.5688836012500005
1180084795436826624,2025,4,22,12,64,1,7,10,4,3.8622317987499986,0.5886086887500004
1180084795436826624,2025,4,22,12,64,1,7,11,3,3.8887756562499987,0.5620648312500003
1180084795436826624,2025,4,22,12,64,1,7,12,2,3.7432068649999986,0.7076336225000004
1180084795436826624,2025,4,22,12,64,1,8,9,4,3.8521863799999982,0.5986541075000007
1180084795436826624,2025,4,22,12,64,1,8,10,3,3.8339351424999983,0.6169053450000006
1180084795436826624,2025,4,22,12,64,1,8,11,2,3.747356128749998,0.7034843587500008
1180084795436826624,2025,4,22,12,64,1,8,12,1,3.5201447124999987,0.9306957750000002
1180084795436826624,2025,4,22,12,64,1,9,8,4,3.8388274499999984,0.6120130375000006
1180084795436826624,2025,4,22,12,64,1,9,9,3,3.8497569049999982,0.6010835825000007
1180084795436826624,2025,4,22,12,64,1,9,10,2,3.717843337499999,0.7329971500000001
1180084795436826624,2025,4,22,12,64,1,9,11,1,3.5511624287499988,0.8996780587500002
1180084795436826624,2025,4,22,12,64,2,4,12,4,4.174156721249998,0.2766837662500006
1180084795436826624,2025,4,22,12,64,2,5,11,4,4.270483993749998,0.18035649375000062
1180084795436826624,2025,4,22,12,64,2,5,12,3,4.238875332499998,0.21196515500000057
1180084795436826624,2025,4,22,12,64,2,6,10,4,4.275834727499999,0.17500576000000034
1180084795436826624,2025,4,22,12,64,2,6,11,3,4.302193173749998,0.14864731375000062
1180084795436826624,2025,4,22,12,64,2,6,12,2,4.1640268112499985,0.2868136762500004
1180084795436826624,2025,4,22,12,64,2,7,9,4,4.267921508749998,0.18291897875000096
1180084795436826624,2025,4,22,12,64,2,7,10,3,4.250827232499998,0.2000132550000009
1180084795436826624,2025,4,22,12,64,2,7,11,2,4.170188358749998,0.2806521287500008
1180084795436826624,2025,4,22,12,64,2,7,12,1,3.9467137224999984,0.5041267650000005
1180084795436826624,2025,4,22,12,64,2,8,8,4,4.231972998749998,0.21886748875000084
1180084795436826624,2025,4,22,12,64,2,8,9,3,4.240931289999998,0.20990919750000092
1180084795436826624,2025,4,22,12,64,2,8,10,2,4.114510533749999,0.33632995374999997
1180084795436826624,2025,4,22,12,64,2,8,11,1,3.9510704787499984,0.49977000875000055
1180084795436826624,2025,4,22,12,64,2,9,7,4,4.220144681249999,0.23069580624999997
1180084795436826624,2025,4,22,12,64,2,9,8,3,4.229778211249998,0.22106227625000052
1180084795436826624,2025,4,22,12,64,2,9,9,2,4.129558531249998,0.3212819562500009
1180084795436826624,2025,4,22,12,64,2,9,10,1,3.920413234999999,0.5304272525
1180084795436826624,2025,4,22,12,64,3,3,12,4,4.277331349999998,0.17350913750000085
1180084795436826624,2025,4,22,12,64,3,4,11,4,4.335420832499999,0.11541965500000018
1180084795436826624,2025,4,22,12,64,3,4,12,3,4.303867648749999,0.14697283875
1180084795436826624,2025,4,22,12,64,3,5,10,4,4.3737695474999985,0.07707094000000048
1180084795436826624,2025,4,22,12,64,3,5,11,3,4.399663121249999,0.051177366250000134
1180084795436826624,2025,4,22,12,64,3,5,12,2,4.262518713749998,0.18832177375000114
1180084795436826624,2025,4,22,12,64,3,6,9,4,4.421602729999998,0.029237757500000683
1180084795436826624,2025,4,22,12,64,3,6,10,3,4.404857204999998,0.04598328250000083
1180084795436826624,2025,4,22,12,64,3,6,11,2,4.326748188749998,0.12409229875000083
