league_id,season,week,capacity,bench,draws,QB,RB,WR,TE,mean_opportunity,gap_to_window_best
1045730844721270784,2024,4,16,5,256,1,2,8,5,3.888817224687499,0.8517750903125001
1045730844721270784,2024,4,16,5,256,1,2,9,4,3.9055591315624985,0.8350331834375004
1045730844721270784,2024,4,16,5,256,1,2,10,3,3.9090961537499984,0.8314961612500005
1045730844721270784,2024,4,16,5,256,1,2,11,2,3.7452308553124984,0.9953614596875004
1045730844721270784,2024,4,16,5,256,1,2,12,1,3.5325549637499982,1.2080373512500007
1045730844721270784,2024,4,16,5,256,1,3,7,5,4.100067371249999,0.64052494375
1045730844721270784,2024,4,16,5,256,1,3,8,4,4.138043585937499,0.6025487290624998
1045730844721270784,2024,4,16,5,256,1,3,9,3,4.151143900937498,0.5894484140625007
1045730844721270784,2024,4,16,5,256,1,3,10,2,4.009304366874998,0.7312879481250008
1045730844721270784,2024,4,16,5,256,1,3,11,1,3.8123638453124986,0.9282284696875003
1045730844721270784,2024,4,16,5,256,1,4,6,5,3.9738712274999983,0.7667210875000006
1045730844721270784,2024,4,16,5,256,1,4,7,4,4.157723711249998,0.5828686037500006
1045730844721270784,2024,4,16,5,256,1,4,8,3,4.192284720937499,0.5483075940625
1045730844721270784,2024,4,16,5,256,1,4,9,2,4.059462780624998,0.6811295343750006
1045730844721270784,2024,4,16,5,256,1,4,10,1,3.8847605865624986,0.8558317284375003
1045730844721270784,2024,4,16,5,256,1,5,5,5,4.078361955624999,0.6622303593750001
1045730844721270784,2024,4,16,5,256,1,5,6,4,4.090521286562499,0.6500710284375
1045730844721270784,2024,4,16,5,256,1,5,7,3,4.269963820624999,0.4706284943750001
1045730844721270784,2024,4,16,5,256,1,5,8,2,4.159643006562499,0.5809493084374999
1045730844721270784,2024,4,16,5,256,1,5,9,1,3.9937906612499985,0.7468016537500004
1045730844721270784,2024,4,16,5,256,1,6,4,5,4.045810379999998,0.6947819350000008
1045730844721270784,2024,4,16,5,256,1,6,5,4,4.160250653437498,0.5803416615625006
1045730844721270784,2024,4,16,5,256,1,6,6,3,4.169311728124999,0.5712805868749999
1045730844721270784,2024,4,16,5,256,1,6,7,2,4.203865885624999,0.5367264293750003
1045730844721270784,2024,4,16,5,256,1,6,8,1,4.059920472499998,0.6806718425000007
